repo_name,file_path,metric,commit_hash,commit_date,metric_value
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,66376415ab585f25d753258452f7014ba4927793,2025-10-16T17:08:02+02:00,3964
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,56db4345f2eca501712d1963b78521a68a73803e,2025-10-17T01:47:17-04:00,3958
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,5ccc9078e094215e6c891c38a31fb94cda03456e,2025-10-17T15:30:47-04:00,3981
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,85c3d20a917a5256dd632046f5e5863569755b1c,2025-10-18T14:13:44-07:00,3983
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,49fcbd93f2c579d79f2005dccf82a93686d6919a,2025-10-18T16:03:42-07:00,4032
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,553f2b6bad9ce1b73749dba8a370842ca61f5da0,2025-10-19T01:21:47-07:00,4083
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,f8f24aa47924ca8c9ce2094cde3014c50fe85ac7,2025-10-19T17:25:50+00:00,4093
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,2ed06f03e810b3a2dcec4b60a452621a08f4b068,2025-10-20T10:34:35-07:00,4104
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,277f9566d5c647c53db639c554f47c5794ae0956,2025-10-20T10:53:19-07:00,4112
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,899b473ec695b2c9203eb5578f4bec7b0988fd91,2025-10-20T12:23:56-04:00,4092
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,20cf4c07dad6fae2d319cad7ee6bea8ef626fab8,2025-10-20T12:42:43-07:00,4117
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,683a318d7962b6f1074301f4cf853ebd1fa79eea,2025-10-21T03:33:54-04:00,4243
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,47ceda3c141e1afb6ed670fe1f817df7f92e7d45,2025-10-21T16:04:48-07:00,4246
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,c0c75e4aaa8ece2c9e789e2e3f150d7487b60bbc,2025-10-29T09:55:51-07:00,4230
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,2f052b16f64ccf68d749b8ca8b07325d338db3a4,2025-10-30T19:49:05-07:00,4227
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,575c8a7dcf309c9ae5c55faa130958f5ce7273db,2025-11-04T15:34:26-08:00,4225
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,2f86fbab810d3dd6ceb95bc5dea5b96525fe03b9,2025-11-04T18:44:59-08:00,4321
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,937a3246f214f5c7f648d90ff4df6e86dc982790,2025-11-05T15:57:09+01:00,4320
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,0ffa31e80e6c0aff4a53e90ede679cc2bd969734,2025-11-05T18:14:31+00:00,4317
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,a976c918e8b05be17ea1048ffae84b2b95123d72,2025-11-05T22:09:31+00:00,4316
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,8de523ae224a8024572859319a9ee411be1fa5d2,2025-11-15T23:17:29+01:00,4319
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,d7608f7ecc58f7ca3097d7f54ffc3c202da4ccfd,2025-11-18T09:15:54-07:00,4319
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,3f4db01dbc1921d366a125a298850d5afaee88a7,2025-11-20T17:13:37+01:00,4485
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,07a415f5f37ed849d23c5375a7a0906254a07c12,,4211
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,7fea7876b202612d0292730ac787423ce66fbfb6,,4316
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,bf99e962b8bcd80b8d32713f2e70b3556c5539f2,,4243
next.js,packages/next/src/server/app-render/app-render.tsx,loc_after,c6ff4d0ad6db2dee32a2562eefbe19612205803e,,4116
